Conditions,flow_rate,precipitation,depth1,depth2,depth3,depth4
1a.1,61.10313839,0,1.928,0,0,0
1a.1,61.09355491,0,1.93,0,0,0
1a.1,61.07825358,0,1.932,0,0,0
1a.1,61.05824111,0,1.934,0,0,0
1a.1,61.03152685,0,1.935,0,0,0
1a.1,60.99912286,0,1.937,0,0,0
1a.1,60.96204384,0,1.938,0,0,0
1a.1,60.91830711,0,1.94,0,0,0
1a.1,60.86993266,0,1.941,0,0,0
1a.1,60.81494308,0,1.942,0,0,0
1a.1,60.75436354,0,1.943,0,0,0
1a.1,60.68922182,0,1.944,0,0,0
1a.1,60.61754824,0,1.945,0,0,0
1a.1,60.54137566,0,1.946,0,0,0
1a.1,60.45873943,0,1.947,0,0,0
1a.1,60.3716774,0,1.947,0,0,0
1a.1,60.27822988,0,1.948,0,0,0
1a.1,60.18043957,0,1.948,0,0,0
1a.1,60.07635159,0,1.949,0,0,0
1a.1,59.96801338,0,1.949,0,0,0
1a.1,59.85347473,0,1.949,0,0,0
1a.1,59.73478768,0,1.949,0,0,0
1a.1,59.61000653,0,1.949,0,0,0
1a.1,59.48118776,0,1.949,0,0,0
1a.1,59.34639002,0,1.948,0,0,0
1a.1,59.20767406,0,1.948,0,0,0
1a.1,59.0641027,0,1.948,0,0,0
1a.1,58.91474076,0,1.947,0,0,0
1a.1,58.76165505,0,1.946,0,0,0
1a.1,58.6029143,0,1.946,0,0,0
1a.1,58.44058907,0,1.945,0,0,0
1a.1,58.27375177,0,1.944,0,0,0
1a.1,58.10147656,0,1.943,0,0,0
1a.1,57.92583929,0,1.942,0,0,0
1a.1,57.7449175,0,1.94,0,0,0
1a.1,57.56079026,0,1.939,0,0,0
1a.1,57.37253823,0,1.938,0,0,0
1a.1,57.17924353,0,1.936,0,0,0
1a.1,56.98298967,0,1.935,0,0,0
1a.1,56.78286154,0,1.933,0,0,0
1a.1,56.57794533,0,1.931,0,0,0
1a.1,56.37032845,0,1.93,0,0,0
1a.1,56.15909949,0,1.928,0,0,0
1a.1,55.94334813,0,1.926,0,0,0
1a.1,55.72516512,0,1.924,0,0,0
1a.1,55.50364216,0,1.921,0,0,0
1a.1,55.27887191,0,1.919,0,0,0
1a.1,55.04994784,0,1.917,0,0,0
1a.1,54.81896424,0,1.915,0,0,0
1a.1,54.58501611,0,1.912,0,0,0
1a.1,54.34719911,0,1.91,0,0,0
1a.1,54.10760949,0,1.907,0,0,0
1a.1,53.86534405,0,1.904,0,0,0
1a.1,53.62050003,0,1.902,0,0,0
1a.1,53.3721751,0,1.899,0,0,0
1a.1,53.12246724,0,1.896,0,0,0
1a.1,52.87047471,0,1.893,0,0,0
1a.1,52.61629601,0,1.89,0,0,0
1a.1,52.35902974,0,1.887,0,0,0
1a.1,52.10077462,0,1.884,0,0,0
1a.1,51.84062938,0,1.88,0,0,0
1a.1,51.57869269,0,1.877,0,0,0
1a.1,51.31406317,0,1.874,0,0,0
1a.1,51.04883923,0,1.87,0,0,0
1a.1,50.78211908,0,1.867,0,0,0
1a.1,50.51400065,0,1.863,0,0,0
1a.1,50.24358153,0,1.86,0,0,0
1a.1,49.97295893,0,1.856,0,0,0
1a.1,49.70122957,0,1.852,0,0,0
1a.1,49.42848972,0,1.849,0,0,0
1a.1,49.15483503,0,1.845,0,0,0
1a.1,48.87936058,0,1.841,0,0,0
1a.1,48.60416077,0,1.837,0,0,0
1a.1,48.32832927,0,1.833,0,0,0
1a.1,48.05195899,0,1.829,0,0,0
1a.1,47.77514203,0,1.825,0,0,0
1a.1,47.49696963,0,1.821,0,0,0
1a.1,47.21953209,0,1.817,0,0,0
1a.1,46.94191878,0,1.813,0,0,0
1a.1,46.66421807,0,1.809,0,0,0
1a.1,46.38651726,0,1.804,0,0,0
1a.1,46.10790259,0,1.8,0,0,0
1a.1,45.83045918,0,1.796,0,0,0
1a.1,45.55327097,0,1.792,0,0,0
1a.1,45.2764207,0,1.788,0,0,0
1a.1,44.99998988,0,1.783,0,0,0
1a.1,44.72305875,0,1.779,0,0,0
1a.1,44.44770625,0,1.774,0,0,0
1a.1,44.17300997,0,1.77,0,0,0
1a.1,43.89904615,0,1.766,0,0,0
1a.1,43.62588963,0,1.761,0,0,0
1a.1,43.35361384,0,1.757,0,0,0
1a.1,43.08129073,0,1.752,0,0,0
1a.1,42.81099083,0,1.748,0,0,0
1a.1,42.54178313,0,1.743,0,0,0
1a.1,42.27373514,0,1.739,0,0,0
1a.1,42.00691281,0,1.734,0,0,0
1a.1,41.74138055,0,1.729,0,0,0
1a.1,41.47720121,0,1.725,0,0,0
1a.1,41.21343604,0,1.72,0,0,0
1a.1,40.9521447,0,1.715,0,0,0
1a.1,40.69238524,0,1.711,0,0,0
1a.1,40.43421409,0,1.706,0,0,0
1a.1,40.17768603,0,1.701,0,0,0
1a.1,39.92285424,0,1.697,0,0,0
1a.1,39.66877021,0,1.692,0,0,0
1a.1,39.41748382,0,1.687,0,0,0
1a.1,39.16804326,0,1.683,0,0,0
1a.1,38.9204951,0,1.678,0,0,0
1a.1,38.67488421,0,1.673,0,0,0
1a.1,38.43125384,0,1.669,0,0,0
1a.1,38.18964555,0,1.664,0,0,0
1a.1,37.95009927,0,1.659,0,0,0
1a.1,37.71165328,0,1.654,0,0,0
1a.1,37.47634419,0,1.65,0,0,0
1a.1,37.24320699,0,1.645,0,0,0
1a.1,37.01227503,0,1.64,0,0,0
1a.1,36.78358005,0,1.635,0,0,0
1a.1,36.55715216,0,1.63,0,0,0
1a.1,36.33301988,0,1.626,0,0,0
1a.1,36.11021013,0,1.621,0,0,0
1a.1,35.89074825,0,1.616,0,0,0
1a.1,35.67365802,0,1.611,0,0,0
1a.1,35.45896167,0,1.606,0,0,0
1a.1,35.2466799,0,1.601,0,0,0
1a.1,35.03683188,0,1.597,0,0,0
1a.1,34.82943528,0,1.592,0,0,0
1a.1,34.62450632,0,1.587,0,0,0
1a.1,34.4220597,0,1.582,0,0,0
1a.1,34.22110872,0,1.578,0,0,0
1a.1,34.02366525,0,1.573,0,0,0
1a.1,33.82873975,0,1.568,0,0,0
1a.1,33.63634129,0,1.564,0,0,0
1a.1,33.4464776,0,1.559,0,0,0
1a.1,33.25915507,0,1.555,0,0,0
1a.1,33.07437878,0,1.55,0,0,0
1a.1,32.89215253,0,1.546,0,0,0
1a.1,32.71247883,0,1.541,0,0,0
1a.1,32.53435898,0,1.537,0,0,0
1a.1,32.35979306,0,1.532,0,0,0
1a.1,32.18777997,0,1.528,0,0,0
1a.1,32.01831744,0,1.524,0,0,0
1a.1,31.85140206,0,1.519,0,0,0
1a.1,31.68702935,0,1.515,0,0,0
1a.1,31.5251937,0,1.511,0,0,0
1a.1,31.3658885,0,1.506,0,0,0
1a.1,31.20910607,0,1.502,0,0,0
1a.1,31.05383776,0,1.498,0,0,0
1a.1,30.90207396,0,1.494,0,0,0
1a.1,30.75280408,0,1.49,0,0,0
1a.1,30.60601667,0,1.486,0,0,0
1a.1,30.46169934,0,1.482,0,0,0
1a.1,30.3198389,0,1.478,0,0,0
1a.1,30.18042129,0,1.474,0,0,0
1a.1,30.04343167,0,1.47,0,0,0
1a.1,29.90885443,0,1.466,0,0,0
1a.1,29.7766732,0,1.462,0,0,0
1a.1,29.6468709,0,1.458,0,0,0
1a.1,29.51842979,0,1.454,0,0,0
1a.1,29.39333142,0,1.451,0,0,0
1a.1,29.27055676,0,1.447,0,0,0
1a.1,29.15008614,0,1.443,0,0,0
1a.1,29.03189931,0,1.44,0,0,0
1a.1,28.9159755,0,1.436,0,0,0
1a.1,28.80229338,0,1.432,0,0,0
1a.1,28.69083114,0,1.429,0,0,0
1a.1,28.58156651,0,1.425,0,0,0
1a.1,28.47447674,0,1.422,0,0,0
1a.1,28.36953869,0,1.419,0,0,0
1a.1,28.26572882,0,1.415,0,0,0
1a.1,28.16502319,0,1.412,0,0,0
1a.1,28.06639756,0,1.409,0,0,0
1a.1,27.96982733,0,1.405,0,0,0
1a.1,27.87528761,0,1.402,0,0,0
1a.1,27.78275326,0,1.399,0,0,0
1a.1,27.69219885,0,1.396,0,0,0
1a.1,27.60359874,0,1.393,0,0,0
1a.1,27.51692708,0,1.39,0,0,0
1a.1,27.43215784,0,1.387,0,0,0
1a.1,27.3492648,0,1.384,0,0,0
1a.1,27.26822164,0,1.381,0,0,0
1a.1,27.18800186,0,1.378,0,0,0
1a.1,27.11057891,0,1.375,0,0,0
1a.1,27.03492611,0,1.372,0,0,0
1a.1,26.96101674,0,1.369,0,0,0
1a.1,26.88882402,0,1.366,0,0,0
1a.1,26.81832115,0,1.364,0,0,0
1a.1,26.74948131,0,1.361,0,0,0
1a.1,26.68227769,0,1.358,0,0,0
1a.1,26.61668349,0,1.356,0,0,0
1a.1,26.55267195,0,1.353,0,0,0
1a.1,26.49021636,0,1.351,0,0,0
1a.1,26.4292901,0,1.348,0,0,0
1a.1,26.36986659,0,1.346,0,0,0
1a.1,26.31091938,0,1.343,0,0,0
1a.1,26.25442211,0,1.341,0,0,0
1a.1,26.19934855,0,1.338,0,0,0
1a.1,26.1456726,0,1.336,0,0,0
1a.1,26.09336831,0,1.334,0,0,0
1a.1,26.04240988,0,1.331,0,0,0
1a.1,25.99277168,0,1.329,0,0,0
1a.1,25.94442827,0,1.327,0,0,0
1a.1,25.89735438,0,1.324,0,0,0
1a.1,25.85152497,0,1.322,0,0,0
1a.1,25.80691517,0,1.32,0,0,0
1a.1,25.76350035,0,1.318,0,0,0
1a.1,25.72125611,0,1.316,0,0,0
1a.1,25.68015827,0,1.314,0,0,0
1a.1,25.64018289,0,1.312,0,0,0
1a.1,25.60030628,0,1.31,0,0,0
1a.1,25.56250502,0,1.308,0,0,0
1a.1,25.52575593,0,1.306,0,0,0
1a.1,25.4900361,0,1.304,0,0,0
1a.1,25.4553229,0,1.303,0,0,0
1a.1,25.42159397,0,1.301,0,0,0
1a.1,25.38882724,0,1.299,0,0,0
1a.1,24.432,0,1.297,0,0,0
1a.2,17.26,0,1.028,0,0,0
1a.2,17.41733572,0.058079465,1.027,0,0,0
1a.2,17.73153618,0.059039457,1.027,0,0,0
1a.2,18.04511074,0.059519452,1.026,0,0,0
1a.2,18.3580619,0.060479443,1.026,0,0,0
1a.2,18.67039211,0.061439435,1.026,0,0,0
1a.2,18.98310386,0.062399426,1.026,0,0,0
1a.2,19.29419957,0.063359417,1.026,0,0,0
1a.2,19.60568167,0.064319408,1.027,0,0,0
1a.2,19.9155526,0.065279399,1.027,0,0,0
1a.2,20.22581473,0.06623939,1.028,0,0,0
1a.2,20.53547048,0.067199382,1.029,0,0,0
1a.2,20.8445222,0.068639368,1.03,0,0,0
1a.2,21.15397225,0.069599359,1.032,0,0,0
1a.2,21.46182299,0.071039346,1.033,0,0,0
1a.2,21.77007674,0.071999337,1.035,0,0,0
1a.2,22.07673582,0.073439324,1.037,0,0,0
1a.2,22.38380254,0.074879311,1.04,0,0,0
1a.2,22.69027919,0.076319298,1.042,0,0,0
1a.2,22.99616804,0.077759284,1.045,0,0,0
1a.2,23.30147137,0.079199271,1.048,0,0,0
1a.2,23.60619142,0.081119253,1.051,0,0,0
1a.2,23.91133043,0.08255924,1.054,0,0,0
1a.2,24.21589064,0.084479223,1.058,0,0,0
1a.2,24.52087424,0.086399205,1.061,0,0,0
1a.2,24.82528345,0.088319187,1.065,0,0,0
1a.2,25.13112045,0.090719165,1.069,0,0,0
1a.2,25.43738742,0.093119143,1.073,0,0,0
1a.2,25.74608652,0.095519121,1.078,0,0,0
1a.2,26.0552199,0.097919099,1.082,0,0,0
1a.2,26.3697897,0.100799072,1.087,0,0,0
1a.2,26.68879805,0.103679046,1.092,0,0,0
1a.2,27.01224706,0.107039015,1.097,0,0,0
1a.2,27.34113883,0.110398984,1.102,0,0,0
1a.2,27.67647546,0.113758953,1.107,0,0,0
1a.2,28.02125903,0.117598918,1.113,0,0,0
1a.2,28.3784916,0.121918878,1.118,0,0,0
1a.2,28.75517522,0.126718834,1.124,0,0,0
1a.2,29.15931195,0.13151879,1.13,0,0,0
1a.2,29.59790382,0.137278737,1.136,0,0,0
1a.2,30.07295284,0.143518679,1.141,0,0,0
1a.2,30.57946103,0.150238617,1.147,0,0,0
1a.2,31.10043039,0.157918547,1.154,0,0,0
1a.2,31.6078629,0.166078472,1.16,0,0,0
1a.2,32.08076055,0.175678383,1.166,0,0,0
1a.2,32.5081253,0.187198277,1.173,0,0,0
1a.2,32.8939591,0.199678162,1.18,0,0,0
1a.2,33.2452639,0.214558025,1.187,0,0,0
1a.2,33.56404164,0.232797858,1.195,0,0,0
1a.2,33.85329423,0.254397659,1.202,0,0,0
1a.2,34.1220236,0.280797416,1.21,0,0,0
1a.2,34.37523163,0.314877102,1.218,0,0,0
1a.2,34.61592024,0.359516691,1.226,0,0,0
1a.2,34.84509129,0.420956126,1.234,0,0,0
1a.2,35.06574666,0.5107153,1.242,0,0,0
1a.2,35.28288822,0.65519397,1.25,0,0,0
1a.2,35.5045178,0.92255151,1.258,0,0,0
1a.2,35.73663726,1.572465529,1.266,0,0,0
1a.2,35.98224843,3.490047881,1.273,0,0,0
1a.2,36.24135313,2.312138721,1.281,0,0,0
1a.2,36.51395316,1.383827265,1.289,0,0,0
1a.2,36.79805034,0.981590966,1.297,0,0,0
1a.2,37.09064645,0.761272994,1.305,0,0,0
1a.2,37.39074329,0.623034266,1.312,0,0,0
1a.2,37.69234261,0.528475136,1.32,0,0,0
1a.2,37.99444619,0.460315764,1.328,0,0,0
1a.2,38.29305578,0.408476241,1.335,0,0,0
1a.2,38.58717313,0.368156612,1.343,0,0,0
1a.2,38.87579997,0.335036917,1.35,0,0,0
1a.2,39.15793803,0.308157164,1.358,0,0,0
1a.2,39.43458903,0.286077367,1.365,0,0,0
1a.2,39.70475468,0.266877544,1.372,0,0,0
1a.2,39.96943667,0.250077699,1.379,0,0,0
1a.2,40.2286367,0.235677831,1.386,0,0,0
1a.2,40.48435645,0.223197946,1.393,0,0,0
1a.2,40.7355976,0.212158048,1.4,0,0,0
1a.2,40.9843618,0.20207814,1.407,0,0,0
1a.2,41.22965072,0.192958224,1.414,0,0,0
1a.2,41.472466,0.184798299,1.421,0,0,0
1a.2,41.71380929,0.177598366,1.428,0,0,0
1a.2,41.9516822,0.170878427,1.435,0,0,0
1a.2,42.18908637,0.164638485,1.441,0,0,0
1a.2,42.4230234,0.158878538,1.448,0,0,0
1a.2,42.65549491,0.153598586,1.455,0,0,0
1a.2,42.88650248,0.148798631,1.462,0,0,0
1a.2,43.11604772,0.14447867,1.468,0,0,0
1a.2,43.34313219,0.14015871,1.475,0,0,0
1a.2,43.57075747,0.136318745,1.481,0,0,0
1a.2,43.79692513,0.132478781,1.488,0,0,0
1a.2,44.02363672,0.129118812,1.494,0,0,0
1a.2,44.24989379,0.125758843,1.5,0,0,0
1a.2,44.47669789,0.122878869,1.507,0,0,0
1a.2,44.70405054,0.119998896,1.513,0,0,0
1a.2,44.93195327,0.117118922,1.519,0,0,0
1a.2,45.16040759,0.114238949,1.525,0,0,0
1a.2,45.39041503,0.111838971,1.531,0,0,0
1a.2,45.35954,0.109438993,1.537,0,0,0
1a.2,45.191186,0.107519011,1.543,0,0,0
1a.2,45.24476,0.105119033,1.549,0,0,0
1a.2,45.23202,0.10319905,1.555,0,0,0
1a.2,45.2568,0.101279068,1.561,0,0,0
1a.2,45.3095412,0.099359086,1.566,0,0,0
1a.2,45.4046708,0.097439103,1.571,0,0,0
1a.2,45.43246806,0.095999117,1.576,0,0,0
1a.2,45.4846688,0.094079134,1.581,0,0,0
1a.2,45.500986,0.092639147,1.586,0,0,0
1a.2,45.82050196,0.091199161,1.59,0,0,0
1a.2,46.28321034,0.089759174,1.594,0,0,0
1a.2,46.76135172,0.088319187,1.599,0,0,0
1a.2,47.25493184,0.0868792,1.603,0,0,0
1a.2,47.76392902,0.085439214,1.607,0,0,0
1a.2,48.28729304,0.084479223,1.611,0,0,0
1a.2,48.82594403,0.083039236,1.616,0,0,0
1a.2,49.37977142,0.082079245,1.621,0,0,0
1a.2,49.94763294,0.080639258,1.626,0,0,0
1a.2,50.53035368,0.079679267,1.631,0,0,0
1a.2,51.1277252,0.078719276,1.636,0,0,0
1a.2,51.73850476,0.077279289,1.642,0,0,0
1a.2,52.36241455,0.076319298,1.648,0,0,0
1a.2,53.00014108,0.075359306,1.654,0,0,0
1a.2,53.65133461,0.074399315,1.661,0,0,0
1a.2,54.3146087,0.073439324,1.668,0,0,0
1a.2,54.98953984,0.072959329,1.675,0,0,0
1a.2,55.67666722,0.071999337,1.682,0,0,0
1a.2,56.37449253,0.071039346,1.689,0,0,0
1a.2,57.08348001,0.070079355,1.697,0,0,0
