flow_rate,precipitation,depth1,depth2,depth3,depth4
35.73663726,1.572465529,1.266,0,0,0
35.98224843,3.490047881,1.273,0,0,0
36.24135313,2.312138721,1.281,0,0,0
36.51395316,1.383827265,1.289,0,0,0
36.79805034,0.981590966,1.297,0,0,0
37.09064645,0.761272994,1.305,0,0,0
37.39074329,0.623034266,1.312,0,0,0
37.69234261,0.528475136,1.32,0,0,0
37.99444619,0.460315764,1.328,0,0,0
38.29305578,0.408476241,1.335,0,0,0
38.58717313,0.368156612,1.343,0,0,0
38.87579997,0.335036917,1.35,0,0,0
39.15793803,0.308157164,1.358,0,0,0
39.43458903,0.286077367,1.365,0,0,0
39.70475468,0.266877544,1.372,0,0,0
39.96943667,0.250077699,1.379,0,0,0
40.2286367,0.235677831,1.386,0,0,0
40.48435645,0.223197946,1.393,0,0,0
40.7355976,0.212158048,1.4,0,0,0
40.9843618,0.20207814,1.407,0,0,0
41.22965072,0.192958224,1.414,0,0,0
41.472466,0.184798299,1.421,0,0,0
41.71380929,0.177598366,1.428,0,0,0
41.9516822,0.170878427,1.435,0,0,0
42.18908637,0.164638485,1.441,0,0,0
42.4230234,0.158878538,1.448,0,0,0
42.65549491,0.153598586,1.455,0,0,0
42.88650248,0.148798631,1.462,0,0,0
43.11604772,0.14447867,1.468,0,0,0
43.34313219,0.14015871,1.475,0,0,0
43.57075747,0.136318745,1.481,0,0,0
43.79692513,0.132478781,1.488,0,0,0
44.02363672,0.129118812,1.494,0,0,0
44.24989379,0.125758843,1.5,0,0,0
44.47669789,0.122878869,1.507,0,0,0
44.70405054,0.119998896,1.513,0,0,0
44.93195327,0.117118922,1.519,0,0,0
45.16040759,0.114238949,1.525,0,0,0
45.39041503,0.111838971,1.531,0,0,0
45.35954,0.109438993,1.537,0,0,0
45.191186,0.107519011,1.543,0,0,0
45.24476,0.105119033,1.549,0,0,0
45.23202,0.10319905,1.555,0,0,0
45.2568,0.101279068,1.561,0,0,0
45.3095412,0.099359086,1.566,0,0,0
45.4046708,0.097439103,1.571,0,0,0
45.43246806,0.095999117,1.576,0,0,0
45.4846688,0.094079134,1.581,0,0,0
45.500986,0.092639147,1.586,0,0,0
45.82050196,0.091199161,1.59,0,0,0
46.28321034,0.089759174,1.594,0,0,0
46.76135172,0.088319187,1.599,0,0,0
47.25493184,0.0868792,1.603,0,0,0
47.76392902,0.085439214,1.607,0,0,0
48.28729304,0.084479223,1.611,0,0,0
48.82594403,0.083039236,1.616,0,0,0
49.37977142,0.082079245,1.621,0,0,0
49.94763294,0.080639258,1.626,0,0,0
50.53035368,0.079679267,1.631,0,0,0
51.1277252,0.078719276,1.636,0,0,0
51.73850476,0.077279289,1.642,0,0,0
52.36241455,0.076319298,1.648,0,0,0
53.00014108,0.075359306,1.654,0,0,0
53.65133461,0.074399315,1.661,0,0,0
54.3146087,0.073439324,1.668,0,0,0
54.98953984,0.072959329,1.675,0,0,0
55.67666722,0.071999337,1.682,0,0,0
56.37449253,0.071039346,1.689,0,0,0
57.08348001,0.070079355,1.697,0,0,0
57.80205645,0.069599359,1.704,0,0,0
58.52961147,0.068639368,1.712,0,0,0
59.26649781,0.067679377,1.721,0,0,0
60.01003181,0.067199382,1.729,0,0,0
60.762494,0.06623939,1.738,0,0,0
61.5201298,0.065759395,1.747,0,0,0
62.28415042,0.064799404,1.756,0,0,0
63.05273381,0.064319408,1.765,0,0,0
63.82502582,0.063839412,1.775,0,0,0
64.60114143,0.062879421,1.785,0,0,0
65.37816616,0.062399426,1.795,0,0,0
66.15715756,0.06191943,1.805,0,0,0
66.93614692,0.061439435,1.816,0,0,0
67.71514099,0.060479443,1.827,0,0,0
68.49112393,0.059999448,1.838,0,0,0
69.26505927,0.059519452,1.849,0,0,0
70.0348921,0.059039457,1.86,0,0,0
69.64305509,0.058559461,1.872,0,0,0
70.0248921,0.058079465,1.884,0,0,0
70.40643591,0,1.895,0,0,0
70.78555128,0,1.907,0,0,0
71.16410215,0,1.918,0,0,0
71.54095178,0,1.929,0,0,0
71.91596276,0,1.939,0,0,0
72.28899714,0,1.95,0,0,0
72.65991649,0,1.96,0,0,0
73.02958197,0,1.97,0,0,0
73.39585446,0,1.98,0,0,0
73.76059459,0,1.989,0,0,0
74.12166285,0,1.999,0,0,0
74.48091967,0,2.008,0,0,0
74.83722552,0,2.017,0,0,0
75.19044099,0,2.026,0,0,0
75.54042688,0,2.034,0,0,0
75.88704427,0,2.042,0,0,0
76.23015465,0,2.051,0,0,0
76.57061997,0,2.058,0,0,0
76.90630275,0,2.066,0,0,0
77.23906618,0,2.074,0,0,0
77.56677419,0,2.081,0,0,0
77.89129155,0,2.089,0,0,0
78.21048396,0,2.096,0,0,0
78.52621816,0,2.103,0,0,0
78.83736199,0,2.11,0,0,0
79.1437845,0,2.117,0,0,0
79.44535603,0,2.124,0,0,0
79.74194833,0,2.131,0,0,0
80.0334346,0,2.137,0,0,0
80.31968962,0,2.144,0,0,0
80.60058981,0,2.15,0,0,0
80.87601337,0,2.157,0,0,0
81.14584029,0,2.163,0,0,0
81.41095249,0,2.169,0,0,0
81.6692339,0,2.175,0,0,0
81.92157053,0,2.181,0,0,0
82.16885056,0,2.186,0,0,0
82.40896442,0,2.192,0,0,0
82.64380486,0,2.197,0,0,0
82.87126705,0,2.203,0,0,0
83.09324867,0,2.208,0,0,0
83.30864992,0,2.213,0,0,0
83.51637367,0,2.219,0,0,0
83.71832549,0,2.224,0,0,0
83.91341374,0,2.228,0,0,0
84.10054961,0,2.233,0,0,0
84.28164723,0,2.238,0,0,0
84.45562369,0,2.243,0,0,0
84.62239916,0,2.247,0,0,0
84.78189688,0,2.252,0,0,0
84.93304327,0,2.256,0,0,0
85.07776798,0,2.26,0,0,0
85.21500391,0,2.264,0,0,0
85.3446873,0,2.268,0,0,0
85.46675778,0,2.272,0,0,0
85.58115838,0,2.276,0,0,0
85.6878356,0,2.28,0,0,0
85.78673945,0,2.283,0,0,0
85.87782349,0,2.287,0,0,0
85.96104484,0,2.29,0,0,0
86.03736427,0,2.294,0,0,0
86.10474617,0,2.297,0,0,0
86.16415861,0,2.3,0,0,0
86.21557335,0,2.303,0,0,0
86.25896589,0,2.305,0,0,0
86.29431544,0,2.308,0,0,0
86.32260498,0,2.311,0,0,0
86.34182128,0,2.313,0,0,0
86.35295485,0,2.316,0,0,0
86.356,0,2.318,0,0,0
86.35195485,0,2.32,0,0,0
86.33882128,0,2.322,0,0,0
86.31760498,0,2.324,0,0,0
86.28931544,0,2.325,0,0,0
86.25196589,0,2.327,0,0,0
86.20657335,0,2.328,0,0,0
86.15415861,0,2.33,0,0,0
86.09274617,0,2.331,0,0,0
86.02436427,0,2.332,0,0,0
85.94704484,0,2.333,0,0,0
85.86182349,0,2.334,0,0,0
85.76973945,0,2.335,0,0,0
85.6688356,0,2.336,0,0,0
85.56115838,0,2.336,0,0,0
85.44475778,0,2.337,0,0,0
85.3216873,0,2.337,0,0,0
85.19000391,0,2.337,0,0,0
85.05176798,0,2.337,0,0,0
84.90504327,0,2.337,0,0,0
84.75189688,0,2.337,0,0,0
84.59039916,0,2.337,0,0,0
84.42262369,0,2.337,0,0,0
84.24664723,0,2.336,0,0,0
84.06454961,0,2.336,0,0,0
83.87441374,0,2.335,0,0,0
83.67832549,0,2.334,0,0,0
83.47537367,0,2.333,0,0,0
83.26464992,0,2.332,0,0,0
83.04824867,0,2.331,0,0,0
82.82426705,0,2.33,0,0,0
82.59480486,0,2.329,0,0,0
82.35896442,0,2.327,0,0,0
82.11585056,0,2.326,0,0,0
81.86757053,0,2.324,0,0,0
81.6122339,0,2.323,0,0,0
81.35195249,0,2.321,0,0,0
81.08584029,0,2.319,0,0,0
80.81301337,0,2.317,0,0,0
80.53558981,0,2.315,0,0,0
80.25268962,0,2.312,0,0,0
79.9634346,0,2.31,0,0,0
79.66994833,0,2.307,0,0,0
79.37135603,0,2.305,0,0,0
79.0667845,0,2.302,0,0,0
78.75836199,0,2.299,0,0,0
78.44521816,0,2.296,0,0,0
78.12748396,0,2.293,0,0,0
77.80429155,0,2.29,0,0,0
77.47777419,0,2.287,0,0,0
77.14706618,0,2.284,0,0,0
76.81130275,0,2.281,0,0,0
76.47261997,0,2.277,0,0,0
76.13015465,0,2.274,0,0,0
75.78404427,0,2.27,0,0,0
75.43342688,0,2.266,0,0,0
75.08044099,0,2.262,0,0,0
74.72422552,0,2.259,0,0,0
74.36491967,0,2.255,0,0,0
74.00166285,0,2.251,0,0,0
73.63659459,0,2.247,0,0,0
73.26885446,0,2.242,0,0,0
72.89858197,0,2.238,0,0,0
72.52491649,0,2.234,0,0,0
